feedback_id,patient_id,country,device,timestamp,issue_type,resolved,source,comments,user_rating,tags
508,508,San Marino,Desktop,2025-07-14T10:28,contrast,True,call_center,Color contrast poor,3.0,resolved
509,509,Portugal,Mobile,2025-06-23T20:58,video,True,in-app_survey,Screenreader skips sections,,
510,510,Serbia,Tablet,2025-09-20T05:24,audio,False,in-app_survey,No issues,2.8,"urgent,satisfied"
511,511,Norway,Desktop,2025-03-06T22:03,labels,False,support_email,All accessible,,
512,512,UK,Tablet,2025-05-01T14:31,none,False,chatbot,Hard to read buttons,1.7,minor
513,513,Liechtenstein,Desktop,2025-04-19T21:30,labels,False,call_center,Screenreader skips sections,,
514,514,UK,Desktop,2025-09-09T19:40,audio,True,in-app_survey,No issues,,
515,515,Germany,Tablet,2025-10-27T19:19,navigation,True,in-app_survey,Screenreader skips sections,3.6,minor
516,516,Finland,Desktop,2025-11-10T19:42,video,True,call_center,Navigation confusing,,
517,517,Portugal,Mobile,2025-06-12T12:52,contrast,False,chatbot,Screenreader skips sections,,
518,518,Andorra,Mobile,2025-09-07T22:13,audio,True,in-app_survey,Screenreader skips sections,1.5,"resolved,feature-request,frustrated"
519,519,Slovakia,Mobile,2025-10-28T10:16,audio,False,website_form,All accessible,,
520,520,Liechtenstein,Mobile,2025-03-20T07:45,navigation,True,in-app_survey,Screenreader skips sections,,
521,521,Ireland,Tablet,2025-07-14T01:21,navigation,True,in-app_survey,Color contrast poor,3.5,frustrated
522,522,Poland,Desktop,2025-05-10T16:35,navigation,True,in-app_survey,Navigation confusing,,
523,523,Turkey,Mobile,2025-11-16T15:51,contrast,True,call_center,No issues,3.9,"urgent,minor,frustrated"
524,524,San Marino,Mobile,2025-08-26T13:59,video,True,chatbot,Font size adjustable,,
525,525,Greece,Tablet,2025-09-01T06:36,video,False,support_email,Screenreader skips sections,,
526,526,Czech Republic,Desktop,2025-06-13T20:34,none,True,chatbot,Audio captions missing,,
527,527,Germany,Mobile,2025-07-03T15:56,font_size,False,call_center,Font size adjustable,1.5,"frustrated,feature-request"
528,528,Germany,Desktop,2025-02-15T16:01,none,False,chatbot,No issues,2.2,feature-request
529,529,Greece,Desktop,2025-02-27T16:43,font_size,True,in-app_survey,All accessible,4.7,"resolved,satisfied,feature-request"
530,530,Hungary,Desktop,2025-11-28T19:55,contrast,False,call_center,Hard to read buttons,4.5,urgent
531,531,Hungary,Tablet,2025-04-11T06:12,navigation,False,chatbot,Navigation confusing,4.1,"feature-request,urgent,satisfied"
532,532,Belgium,Mobile,2025-03-06T08:07,contrast,True,website_form,Navigation confusing,,
533,533,Czech Republic,Desktop,2025-12-26T09:36,font_size,True,in-app_survey,Font size adjustable,,
534,534,Turkey,Tablet,2025-08-02T04:01,labels,True,in-app_survey,Audio captions missing,,
535,535,Latvia,Tablet,2025-06-10T10:52,font_size,True,call_center,No issues,2.7,frustrated
536,536,Hungary,Tablet,2025-11-23T14:30,font_size,True,website_form,Font size adjustable,4.2,"bug-report,urgent,resolved"
537,537,Croatia,Desktop,2025-12-22T10:50,none,False,call_center,All accessible,,
538,538,Denmark,Mobile,2025-06-20T18:08,audio,True,call_center,Screenreader skips sections,2.9,"bug-report,resolved"
539,539,Croatia,Tablet,2025-07-08T19:15,audio,True,call_center,Audio captions missing,3.6,"satisfied,bug-report"
540,540,Turkey,Tablet,2025-12-08T05:42,video,True,chatbot,All accessible,1.8,"satisfied,bug-report,frustrated"
541,541,Latvia,Desktop,2025-05-13T02:38,contrast,False,support_email,All accessible,3.4,"satisfied,urgent"
542,542,Italy,Desktop,2025-04-27T04:56,audio,True,website_form,No issues,,
543,543,Slovakia,Mobile,2025-10-19T14:12,font_size,False,support_email,Font size adjustable,,
544,544,Lithuania,Tablet,2025-06-03T18:00,audio,False,website_form,Font size adjustable,,
545,545,Malta,Mobile,2025-02-28T09:55,contrast,True,call_center,Audio captions missing,4.6,urgent
546,546,Serbia,Mobile,2025-07-14T17:13,video,True,call_center,No issues,,
547,547,Norway,Mobile,2025-11-05T04:00,contrast,True,website_form,All accessible,2.5,"resolved,bug-report"
548,548,Sweden,Desktop,2025-03-21T13:55,labels,False,chatbot,No issues,,
549,549,Lithuania,Tablet,2025-08-13T11:14,font_size,False,chatbot,Hard to read buttons,,
550,550,Austria,Tablet,2025-09-09T13:59,audio,False,in-app_survey,Hard to read buttons,,
551,551,Bulgaria,Desktop,2025-10-16T22:05,font_size,False,call_center,Screenreader skips sections,,
552,552,Portugal,Desktop,2025-08-21T23:42,video,True,chatbot,Font size adjustable,,
553,553,Turkey,Tablet,2025-01-16T14:32,labels,False,call_center,Navigation confusing,,
554,554,Slovakia,Mobile,2025-03-02T22:59,audio,False,chatbot,Font size adjustable,,
555,555,Italy,Tablet,2025-05-26T23:39,contrast,False,call_center,Screenreader skips sections,2.9,satisfied
556,556,Czech Republic,Mobile,2025-05-01T23:07,audio,True,chatbot,No issues,1.3,"feature-request,minor"
557,557,Bulgaria,Desktop,2025-05-26T22:15,labels,True,chatbot,Hard to read buttons,,
558,558,Norway,Mobile,2025-07-25T12:15,video,False,website_form,Color contrast poor,1.3,satisfied
559,559,Romania,Desktop,2025-11-09T03:03,font_size,False,call_center,All accessible,,
560,560,Luxembourg,Mobile,2025-03-17T13:00,navigation,False,call_center,Navigation confusing,4.0,"minor,bug-report,frustrated"
561,561,Germany,Desktop,2025-09-21T11:54,labels,False,support_email,Font size adjustable,,
562,562,Austria,Tablet,2025-11-19T06:33,navigation,True,support_email,Hard to read buttons,1.4,"satisfied,bug-report,frustrated"
563,563,Spain,Desktop,2025-07-04T16:06,video,False,support_email,Color contrast poor,,
564,564,Poland,Desktop,2025-01-01T19:05,contrast,True,chatbot,Screenreader skips sections,,
565,565,Belgium,Desktop,2025-10-05T12:42,none,True,in-app_survey,No issues,,
566,566,Estonia,Mobile,2025-07-23T21:49,none,False,support_email,No issues,2.9,frustrated
567,567,Czech Republic,Desktop,2025-07-13T10:03,navigation,False,website_form,All accessible,,
568,568,Croatia,Desktop,2025-11-16T03:09,audio,False,website_form,Screenreader skips sections,4.9,satisfied
569,569,Poland,Desktop,2025-01-03T02:36,video,False,call_center,Hard to read buttons,,
570,570,Norway,Tablet,2025-11-01T01:42,labels,False,website_form,Navigation confusing,,
571,571,UK,Tablet,2025-12-25T15:30,labels,False,in-app_survey,Color contrast poor,,
572,572,San Marino,Mobile,2025-06-22T09:25,contrast,True,support_email,Navigation confusing,4.8,"urgent,satisfied"
573,573,Finland,Tablet,2025-01-13T21:12,navigation,False,in-app_survey,Navigation confusing,2.8,"frustrated,minor"
574,574,Latvia,Tablet,2025-04-05T01:12,contrast,True,call_center,Audio captions missing,,
575,575,Latvia,Desktop,2025-01-11T01:21,none,True,call_center,Screenreader skips sections,3.2,"bug-report,satisfied"
576,576,Norway,Tablet,2025-10-08T02:02,video,True,call_center,Hard to read buttons,3.6,"bug-report,frustrated,satisfied"
577,577,Germany,Desktop,2025-12-21T04:00,font_size,True,support_email,Screenreader skips sections,,
578,578,Denmark,Tablet,2025-02-27T03:07,labels,True,in-app_survey,Color contrast poor,,
579,579,Croatia,Mobile,2025-02-22T18:34,font_size,False,website_form,Hard to read buttons,,
580,580,Turkey,Desktop,2025-02-09T04:48,labels,True,support_email,No issues,,
581,581,Germany,Desktop,2025-02-26T20:39,labels,True,in-app_survey,All accessible,,
582,582,Slovakia,Mobile,2025-12-26T15:44,font_size,True,website_form,Font size adjustable,1.0,frustrated
583,583,Slovenia,Desktop,2025-03-20T22:02,audio,True,call_center,Screenreader skips sections,,
584,584,Hungary,Mobile,2025-07-01T17:15,font_size,True,chatbot,Screenreader skips sections,,
585,585,San Marino,Tablet,2025-04-15T20:42,font_size,False,in-app_survey,Color contrast poor,,
586,586,Denmark,Tablet,2025-01-02T20:23,navigation,True,call_center,Font size adjustable,1.6,"bug-report,minor"
587,587,Italy,Tablet,2025-03-06T00:31,audio,True,in-app_survey,Color contrast poor,4.2,"urgent,resolved"
588,588,Greece,Mobile,2025-04-24T21:57,navigation,True,in-app_survey,Navigation confusing,,
589,589,Serbia,Desktop,2025-02-16T18:31,contrast,False,website_form,Color contrast poor,1.9,"resolved,minor"
590,590,Estonia,Desktop,2025-07-12T04:29,video,True,support_email,Font size adjustable,,
591,591,Sweden,Desktop,2025-08-15T13:10,none,False,website_form,Font size adjustable,1.5,"satisfied,urgent,feature-request"
592,592,Denmark,Tablet,2025-09-28T07:05,labels,False,website_form,All accessible,,
593,593,Czech Republic,Desktop,2025-12-14T23:55,font_size,True,support_email,Audio captions missing,,
594,594,Norway,Tablet,2025-01-14T01:02,labels,True,call_center,Audio captions missing,,
595,595,Netherlands,Mobile,2025-08-08T02:35,none,True,call_center,Color contrast poor,,
596,596,Hungary,Desktop,2025-12-15T18:47,audio,True,call_center,All accessible,2.2,"urgent,resolved,bug-report"
597,597,Croatia,Desktop,2025-06-21T14:45,video,True,in-app_survey,Audio captions missing,,
598,598,Turkey,Tablet,2025-01-10T13:48,navigation,True,in-app_survey,Navigation confusing,,
599,599,Italy,Tablet,2025-11-12T01:07,labels,False,call_center,Hard to read buttons,,
600,600,Ireland,Desktop,2025-06-08T17:07,video,False,chatbot,Color contrast poor,1.7,"frustrated,urgent,satisfied"
601,601,Switzerland,Mobile,2025-06-09T16:43,labels,False,in-app_survey,Screenreader skips sections,,
602,602,San Marino,Tablet,2025-09-10T14:39,navigation,True,website_form,All accessible,2.8,"satisfied,urgent,bug-report"
603,603,Spain,Desktop,2025-03-09T03:44,font_size,False,website_form,Color contrast poor,2.6,feature-request
604,604,France,Mobile,2025-07-22T17:59,font_size,False,support_email,Audio captions missing,,
605,605,France,Mobile,2025-04-03T00:55,none,True,chatbot,Navigation confusing,,
606,606,Turkey,Tablet,2025-11-26T10:31,audio,False,call_center,Font size adjustable,,
607,607,Hungary,Desktop,2025-05-08T15:23,navigation,True,website_form,Navigation confusing,,
608,608,Slovakia,Desktop,2025-03-27T22:44,video,True,website_form,Color contrast poor,4.8,"minor,frustrated,satisfied"
609,609,Bulgaria,Desktop,2025-04-18T22:02,video,False,support_email,No issues,5.0,"minor,bug-report,feature-request"
610,610,Hungary,Desktop,2025-01-13T15:49,font_size,False,support_email,No issues,3.2,satisfied
611,611,Luxembourg,Mobile,2025-10-22T04:51,audio,False,support_email,Screenreader skips sections,4.0,"feature-request,frustrated,resolved"
612,612,Germany,Desktop,2025-11-18T03:19,contrast,False,chatbot,Color contrast poor,,
613,613,Portugal,Mobile,2025-01-20T20:12,audio,True,support_email,Color contrast poor,,
614,614,Portugal,Tablet,2025-07-07T15:20,audio,True,support_email,Audio captions missing,3.2,"frustrated,resolved"
615,615,UK,Mobile,2025-06-12T09:28,none,True,website_form,All accessible,4.4,"bug-report,feature-request"
616,616,Slovenia,Mobile,2025-05-06T23:57,labels,False,website_form,Screenreader skips sections,,
617,617,Serbia,Desktop,2025-01-14T20:58,navigation,False,website_form,All accessible,2.2,"feature-request,urgent,satisfied"
618,618,Sweden,Desktop,2025-03-27T12:18,audio,False,in-app_survey,Font size adjustable,,
619,619,Hungary,Mobile,2025-09-24T14:14,contrast,True,website_form,Font size adjustable,,
620,620,Slovenia,Desktop,2025-08-23T20:15,contrast,True,support_email,All accessible,3.6,"bug-report,urgent,feature-request"
621,621,Spain,Tablet,2025-12-12T18:30,audio,False,support_email,All accessible,,
622,622,Belgium,Mobile,2025-09-24T18:01,none,False,website_form,Hard to read buttons,,
623,623,Italy,Mobile,2025-06-14T20:58,navigation,True,support_email,Font size adjustable,2.8,"minor,feature-request,resolved"
624,624,Spain,Tablet,2025-04-25T20:11,none,True,chatbot,No issues,,
625,625,Greece,Tablet,2025-05-09T21:44,video,False,in-app_survey,Navigation confusing,,
626,626,UK,Desktop,2025-09-10T11:49,labels,False,support_email,No issues,,
627,627,Iceland,Tablet,2025-10-23T16:54,audio,True,call_center,All accessible,1.6,resolved
628,628,Belgium,Desktop,2025-01-16T11:19,video,False,website_form,All accessible,,
629,629,Andorra,Mobile,2025-03-23T09:01,video,True,website_form,No issues,,
630,630,Norway,Tablet,2025-04-10T04:13,font_size,True,call_center,Screenreader skips sections,,
631,631,Netherlands,Desktop,2025-11-17T18:03,labels,True,support_email,Hard to read buttons,4.1,"urgent,minor"
632,632,Belgium,Tablet,2025-04-19T06:11,video,False,in-app_survey,Screenreader skips sections,3.7,resolved
633,633,Romania,Desktop,2025-09-25T23:39,font_size,True,in-app_survey,Hard to read buttons,4.0,"satisfied,feature-request"
634,634,Iceland,Mobile,2025-03-25T17:00,video,True,website_form,All accessible,,
635,635,Finland,Mobile,2025-07-14T06:32,font_size,False,in-app_survey,Navigation confusing,3.4,"frustrated,urgent"
636,636,Bulgaria,Tablet,2025-05-18T23:02,contrast,False,call_center,Screenreader skips sections,1.4,bug-report
637,637,Switzerland,Tablet,2025-07-10T13:12,none,True,call_center,Navigation confusing,2.8,"feature-request,frustrated,bug-report"
638,638,Croatia,Mobile,2025-09-22T21:05,contrast,True,call_center,Audio captions missing,5.0,"frustrated,urgent"
639,639,Netherlands,Tablet,2025-03-03T11:12,navigation,True,chatbot,Audio captions missing,,
640,640,Czech Republic,Tablet,2025-07-12T15:42,audio,False,call_center,Font size adjustable,4.4,"bug-report,feature-request,satisfied"
641,641,Liechtenstein,Mobile,2025-04-21T04:01,contrast,True,in-app_survey,All accessible,2.8,feature-request
642,642,Finland,Mobile,2025-10-22T10:09,navigation,True,in-app_survey,All accessible,,
643,643,Iceland,Mobile,2025-11-16T15:32,navigation,False,chatbot,Hard to read buttons,,
644,644,Germany,Mobile,2025-02-13T14:20,none,False,call_center,All accessible,,
645,645,Liechtenstein,Mobile,2025-03-10T22:24,labels,True,chatbot,All accessible,1.7,"resolved,feature-request,minor"
646,646,San Marino,Tablet,2025-08-16T17:54,font_size,True,call_center,Font size adjustable,,
647,647,Serbia,Tablet,2025-11-12T09:20,contrast,True,chatbot,Hard to read buttons,,
648,648,Serbia,Desktop,2025-07-12T11:26,navigation,True,website_form,Color contrast poor,2.5,"satisfied,urgent,feature-request"
649,649,Spain,Mobile,2025-02-11T05:01,audio,False,in-app_survey,All accessible,2.2,frustrated
650,650,Lithuania,Tablet,2025-09-14T08:01,video,False,chatbot,Hard to read buttons,,
651,651,Serbia,Tablet,2025-07-11T18:06,none,False,in-app_survey,Color contrast poor,,
652,652,Hungary,Mobile,2025-07-07T15:40,none,True,chatbot,Color contrast poor,3.0,"feature-request,minor,satisfied"
653,653,Portugal,Tablet,2025-10-04T18:21,navigation,True,chatbot,All accessible,1.2,"bug-report,minor,satisfied"
654,654,Romania,Desktop,2025-11-27T09:32,none,False,call_center,Navigation confusing,,
655,655,Finland,Desktop,2025-11-23T16:55,font_size,False,website_form,All accessible,2.6,"satisfied,bug-report,resolved"
656,656,Italy,Tablet,2025-04-12T14:09,font_size,True,support_email,Audio captions missing,3.6,"resolved,bug-report,satisfied"
657,657,Spain,Tablet,2025-04-28T13:17,none,False,website_form,Font size adjustable,,
658,658,Austria,Mobile,2025-04-04T04:12,contrast,True,support_email,All accessible,,
659,659,Lithuania,Mobile,2025-11-02T06:10,navigation,True,in-app_survey,Font size adjustable,,
660,660,Czech Republic,Tablet,2025-09-06T20:54,contrast,False,in-app_survey,Hard to read buttons,,
661,661,Portugal,Mobile,2025-10-10T02:57,labels,False,in-app_survey,Audio captions missing,,
662,662,Sweden,Desktop,2025-02-19T23:32,contrast,False,call_center,Screenreader skips sections,,
663,663,Serbia,Tablet,2025-12-08T13:13,font_size,True,website_form,Color contrast poor,1.5,"feature-request,satisfied"
664,664,Latvia,Mobile,2025-05-28T18:03,labels,False,in-app_survey,Navigation confusing,,
665,665,Luxembourg,Tablet,2025-04-09T04:23,labels,False,support_email,Hard to read buttons,,
666,666,Germany,Tablet,2025-11-26T01:44,none,True,support_email,Audio captions missing,,
667,667,Belgium,Tablet,2025-04-28T14:24,contrast,False,support_email,Font size adjustable,4.8,"resolved,frustrated"
668,668,Ireland,Desktop,2025-08-21T10:56,none,False,in-app_survey,Font size adjustable,4.3,feature-request
669,669,Liechtenstein,Mobile,2025-12-14T10:45,labels,True,website_form,Font size adjustable,,
670,670,Romania,Mobile,2025-10-24T17:47,navigation,False,in-app_survey,Hard to read buttons,,
671,671,Finland,Tablet,2025-08-26T20:08,contrast,False,website_form,Font size adjustable,,
672,672,Andorra,Tablet,2025-11-25T04:54,audio,False,support_email,All accessible,1.3,minor
673,673,Sweden,Mobile,2025-03-22T18:52,navigation,False,website_form,Screenreader skips sections,,
674,674,Finland,Mobile,2025-07-27T18:14,contrast,True,chatbot,Color contrast poor,,
675,675,Estonia,Desktop,2025-05-23T05:03,labels,False,chatbot,Font size adjustable,,
676,676,Belgium,Desktop,2025-12-17T13:49,labels,False,in-app_survey,Color contrast poor,4.8,satisfied
677,677,Iceland,Mobile,2025-05-24T15:24,font_size,False,website_form,Color contrast poor,,
678,678,Slovakia,Tablet,2025-11-07T13:11,labels,True,in-app_survey,Font size adjustable,,
679,679,Austria,Tablet,2025-08-08T11:37,video,False,in-app_survey,Hard to read buttons,,
680,680,Greece,Tablet,2025-07-22T06:45,labels,False,chatbot,Font size adjustable,,
681,681,Austria,Mobile,2025-06-20T21:51,audio,True,in-app_survey,Font size adjustable,3.2,feature-request
682,682,Serbia,Mobile,2025-07-22T11:08,audio,True,chatbot,No issues,,
683,683,Portugal,Mobile,2025-12-17T13:09,navigation,True,support_email,Hard to read buttons,3.0,"bug-report,minor"
684,684,Liechtenstein,Mobile,2025-12-12T13:18,navigation,False,chatbot,Navigation confusing,,
685,685,Denmark,Mobile,2025-12-16T04:35,none,False,in-app_survey,Color contrast poor,,
686,686,Poland,Desktop,2025-12-15T13:07,labels,True,call_center,Navigation confusing,1.9,bug-report
687,687,Malta,Mobile,2025-08-16T03:54,video,True,in-app_survey,Navigation confusing,,
688,688,Denmark,Tablet,2025-09-27T08:36,video,True,chatbot,Hard to read buttons,4.5,resolved
689,689,Finland,Mobile,2025-02-08T15:43,contrast,False,in-app_survey,Font size adjustable,,
690,690,Belgium,Mobile,2025-06-19T03:53,navigation,True,in-app_survey,Screenreader skips sections,,
691,691,Luxembourg,Mobile,2025-11-09T19:42,contrast,False,in-app_survey,All accessible,,
692,692,Ireland,Desktop,2025-11-10T10:51,contrast,True,chatbot,Audio captions missing,3.9,"resolved,satisfied,minor"
693,693,Croatia,Desktop,2025-01-28T06:10,labels,False,support_email,No issues,2.0,resolved
694,694,Sweden,Mobile,2025-11-04T11:32,font_size,False,call_center,Audio captions missing,3.0,"frustrated,feature-request"
695,695,Lithuania,Desktop,2025-07-26T11:39,font_size,False,call_center,Screenreader skips sections,,
696,696,Norway,Mobile,2025-09-21T20:33,contrast,False,call_center,Audio captions missing,2.4,"frustrated,minor"
697,697,Hungary,Desktop,2025-09-14T09:36,contrast,True,in-app_survey,Screenreader skips sections,4.2,"minor,resolved"
698,698,Slovenia,Desktop,2025-08-22T23:36,none,False,support_email,Font size adjustable,,
699,699,Monaco,Desktop,2025-02-24T21:29,font_size,True,call_center,Hard to read buttons,,
700,700,Estonia,Tablet,2025-08-20T08:21,none,True,website_form,No issues,4.5,"feature-request,satisfied"
701,701,Netherlands,Mobile,2025-09-01T00:25,contrast,True,website_form,All accessible,4.9,"resolved,frustrated"
702,702,Croatia,Tablet,2025-12-20T23:31,navigation,False,call_center,Font size adjustable,,
703,703,France,Tablet,2025-04-28T00:13,labels,True,website_form,Audio captions missing,1.5,urgent
704,704,San Marino,Desktop,2025-02-10T14:09,labels,False,in-app_survey,Screenreader skips sections,,
705,705,France,Mobile,2025-10-08T06:18,audio,False,in-app_survey,Navigation confusing,1.6,"bug-report,resolved,frustrated"
706,706,Malta,Mobile,2025-01-16T12:31,audio,False,website_form,Hard to read buttons,3.5,"bug-report,resolved,frustrated"
707,707,Lithuania,Tablet,2025-06-18T02:17,video,False,call_center,Screenreader skips sections,,
708,708,Romania,Mobile,2025-12-14T00:10,navigation,True,call_center,Navigation confusing,,
709,709,Monaco,Desktop,2025-10-22T10:58,audio,False,website_form,Font size adjustable,,
710,710,Serbia,Mobile,2025-11-21T23:23,none,False,website_form,Color contrast poor,,
711,711,Iceland,Desktop,2025-10-16T03:50,labels,False,support_email,Color contrast poor,4.0,"bug-report,minor,frustrated"
712,712,Poland,Mobile,2025-11-06T05:52,none,True,in-app_survey,Navigation confusing,1.2,feature-request
713,713,Switzerland,Desktop,2025-09-08T15:16,navigation,False,in-app_survey,Font size adjustable,,
714,714,Monaco,Tablet,2025-11-04T22:03,labels,False,in-app_survey,Screenreader skips sections,,
715,715,Netherlands,Tablet,2025-01-17T03:10,video,True,website_form,Navigation confusing,,
716,716,Liechtenstein,Tablet,2025-02-05T20:23,navigation,True,in-app_survey,Color contrast poor,2.2,"resolved,satisfied"
717,717,Slovenia,Desktop,2025-04-27T15:21,navigation,True,in-app_survey,Font size adjustable,,
718,718,Austria,Desktop,2025-09-14T07:08,none,False,call_center,Audio captions missing,4.0,"frustrated,resolved"
719,719,Andorra,Tablet,2025-06-01T14:09,none,True,chatbot,Screenreader skips sections,,
720,720,Italy,Mobile,2025-01-22T20:09,audio,True,chatbot,Font size adjustable,2.3,bug-report
721,721,Malta,Mobile,2025-12-24T10:58,navigation,True,support_email,No issues,,
722,722,Latvia,Tablet,2025-04-18T19:50,audio,False,support_email,Audio captions missing,,
723,723,Hungary,Desktop,2025-01-18T10:24,video,True,chatbot,Font size adjustable,,
724,724,Denmark,Desktop,2025-01-26T17:37,navigation,True,support_email,Audio captions missing,3.0,"satisfied,feature-request"
725,725,Belgium,Tablet,2025-01-27T11:16,video,False,in-app_survey,Hard to read buttons,,
726,726,Belgium,Mobile,2025-05-19T23:00,labels,False,website_form,Color contrast poor,,
727,727,Serbia,Tablet,2025-12-08T03:20,audio,True,support_email,All accessible,2.1,"satisfied,frustrated,minor"
728,728,Italy,Mobile,2025-03-16T06:28,contrast,False,chatbot,Audio captions missing,3.8,"urgent,resolved"
729,729,Andorra,Mobile,2025-05-19T15:40,labels,False,call_center,Audio captions missing,,
730,730,Norway,Tablet,2025-03-16T22:29,font_size,True,website_form,All accessible,,
731,731,Denmark,Tablet,2025-06-04T19:54,labels,True,in-app_survey,Navigation confusing,,
732,732,Germany,Tablet,2025-03-04T11:19,navigation,False,support_email,All accessible,,
733,733,Slovakia,Desktop,2025-03-27T23:31,contrast,True,chatbot,Navigation confusing,1.6,"bug-report,urgent,feature-request"
734,734,Latvia,Mobile,2025-07-16T23:53,audio,True,website_form,All accessible,1.2,"satisfied,feature-request"
735,735,Latvia,Desktop,2025-12-11T02:51,audio,False,call_center,Color contrast poor,,
736,736,Turkey,Tablet,2025-01-22T14:47,navigation,True,website_form,Hard to read buttons,,
737,737,Hungary,Tablet,2025-11-04T20:35,contrast,True,chatbot,Hard to read buttons,,
738,738,Andorra,Desktop,2025-08-17T00:07,video,True,in-app_survey,Font size adjustable,,
739,739,Austria,Tablet,2025-10-15T02:51,audio,False,call_center,Hard to read buttons,,
740,740,France,Mobile,2025-07-06T13:01,none,False,call_center,Font size adjustable,,
741,741,Finland,Mobile,2025-02-05T09:26,video,True,in-app_survey,Navigation confusing,4.9,"minor,feature-request,resolved"
742,742,Greece,Desktop,2025-07-11T08:24,none,True,in-app_survey,Color contrast poor,3.9,"bug-report,urgent"
743,743,Monaco,Tablet,2025-07-04T08:03,navigation,False,chatbot,Audio captions missing,3.4,bug-report
744,744,Malta,Tablet,2025-11-04T07:48,audio,True,support_email,Audio captions missing,1.1,"minor,urgent,feature-request"
745,745,Monaco,Desktop,2025-03-12T17:10,none,True,chatbot,Audio captions missing,,
746,746,Malta,Mobile,2025-01-01T14:53,audio,False,website_form,Hard to read buttons,,
747,747,Serbia,Mobile,2025-11-07T18:53,audio,False,in-app_survey,No issues,4.7,"satisfied,feature-request"
748,748,Spain,Mobile,2025-02-13T22:07,none,True,chatbot,Font size adjustable,,
749,749,Ireland,Tablet,2025-09-26T10:56,video,False,support_email,All accessible,,
750,750,Estonia,Tablet,2025-06-01T22:08,video,True,chatbot,All accessible,3.6,"feature-request,minor"
751,751,Malta,Tablet,2025-12-16T12:34,contrast,True,chatbot,Hard to read buttons,1.0,bug-report
752,752,Latvia,Tablet,2025-02-12T12:52,audio,False,call_center,No issues,,
753,753,UK,Desktop,2025-08-12T06:28,contrast,True,in-app_survey,Font size adjustable,,
754,754,Romania,Desktop,2025-02-27T19:40,navigation,True,website_form,All accessible,,
755,755,Germany,Mobile,2025-08-23T22:38,font_size,True,website_form,Audio captions missing,,
756,756,Iceland,Tablet,2025-12-19T21:43,audio,True,in-app_survey,No issues,2.1,"bug-report,minor,satisfied"
757,757,Sweden,Mobile,2025-10-28T07:56,audio,False,website_form,Hard to read buttons,,
758,758,San Marino,Tablet,2025-05-22T17:56,labels,True,call_center,Hard to read buttons,,
759,759,Greece,Mobile,2025-07-09T03:43,audio,False,call_center,Navigation confusing,,
760,760,Germany,Tablet,2025-04-02T08:58,labels,False,support_email,Hard to read buttons,,
761,761,Lithuania,Desktop,2025-04-07T05:21,navigation,True,in-app_survey,Hard to read buttons,2.3,"resolved,urgent,minor"
762,762,France,Tablet,2025-11-11T08:15,contrast,False,website_form,Navigation confusing,,
763,763,Turkey,Tablet,2025-04-03T19:39,labels,True,call_center,Screenreader skips sections,,
764,764,Greece,Tablet,2025-02-26T04:03,none,False,in-app_survey,Font size adjustable,1.2,bug-report
765,765,Lithuania,Desktop,2025-02-22T01:35,contrast,False,call_center,Audio captions missing,,
766,766,UK,Mobile,2025-07-15T13:56,audio,True,support_email,Hard to read buttons,4.0,resolved
767,767,Turkey,Tablet,2025-04-04T03:00,audio,True,chatbot,Color contrast poor,,
768,768,Sweden,Tablet,2025-09-09T11:26,labels,False,website_form,Color contrast poor,,
769,769,Lithuania,Tablet,2025-11-25T11:19,audio,True,website_form,All accessible,1.2,feature-request
770,770,Norway,Desktop,2025-04-17T17:54,contrast,False,support_email,Color contrast poor,2.4,"urgent,satisfied"
771,771,Iceland,Desktop,2025-06-07T21:30,video,False,chatbot,Navigation confusing,,
772,772,Turkey,Tablet,2025-05-14T10:10,contrast,False,in-app_survey,All accessible,,
773,773,Switzerland,Mobile,2025-10-07T07:30,video,False,call_center,Color contrast poor,1.0,frustrated
774,774,UK,Mobile,2025-01-03T11:01,audio,True,website_form,Font size adjustable,,
775,775,Bulgaria,Desktop,2025-01-07T06:18,font_size,True,support_email,No issues,,
776,776,France,Desktop,2025-05-04T00:53,video,True,call_center,Screenreader skips sections,3.2,minor
777,777,Bulgaria,Tablet,2025-03-17T19:56,labels,True,in-app_survey,No issues,1.8,"minor,feature-request"
778,778,Sweden,Desktop,2025-04-18T12:44,navigation,False,chatbot,Audio captions missing,,
779,779,Austria,Desktop,2025-10-19T06:54,audio,False,website_form,Navigation confusing,,
780,780,Monaco,Tablet,2025-08-07T23:05,none,False,chatbot,Screenreader skips sections,3.5,"resolved,minor"
781,781,Liechtenstein,Tablet,2025-08-06T10:45,navigation,False,call_center,All accessible,2.6,"resolved,satisfied,feature-request"
782,782,Switzerland,Desktop,2025-08-28T07:25,font_size,False,call_center,Audio captions missing,2.6,"frustrated,urgent,minor"
783,783,Bulgaria,Mobile,2025-09-03T04:48,contrast,False,call_center,Navigation confusing,,
784,784,Latvia,Mobile,2025-07-14T11:51,labels,False,support_email,Audio captions missing,1.2,"satisfied,feature-request,bug-report"
785,785,Romania,Desktop,2025-05-27T16:32,audio,True,support_email,Color contrast poor,2.8,"frustrated,urgent"
786,786,Iceland,Mobile,2025-04-22T10:16,navigation,False,website_form,No issues,1.3,satisfied
787,787,San Marino,Mobile,2025-01-25T09:18,none,False,call_center,Audio captions missing,,
788,788,UK,Mobile,2025-11-17T04:55,labels,True,website_form,Color contrast poor,,
